pop1	pop2	FST	fst_slope	outlier_slope
Romania	Vienna_Austria	-0.000935119	0.00973168958521699	-0.009027794161748
Romania	Vlieland_NL	0.00887196	0.0403518455295989	0.111418653137829
Romania	Westerheide	-0.000255801	0.0138819260297873	0.00451288550033328
Romania	Wytham_UK	0.00255343	-0.0150216273020689	-0.0840779826857828
Romania	Zurich_Switzerland	0.00426363	0.0521903843550145	0.0877607564134278
Romania	Zvenigorod_Russia	-0.000275105	0.0445525260414602	0.0627391509906201
Sardinia	Seewisen_Germany	0.0515346	-0.0396462078902328	-0.345008419197857
Sardinia	Tartu_Estonia	0.0494528	-0.0417483541338569	-0.892122502074038
Sardinia	Turkey	0.0503412	-0.0199563685170016	-0.865261706596339
Sardinia	Velky_Kosir_Czech_Republic	0.0516027	-0.0265127427318602	-0.154736376653104
Sardinia	Vienna_Austria	0.0493541	-0.0385579103610332	-0.27945215633997
Sardinia	Vlieland_NL	0.0587942	-0.035675378770507	-0.16766042376895
Sardinia	Westerheide	0.0490049	-0.0454747781666262	-0.442458075598056
Sardinia	Wytham_UK	0.051431	-0.0480432988847744	-0.462218265502464
Sardinia	Zurich_Switzerland	0.053927	-0.0205208527982067	-0.163851061555175
Sardinia	Zvenigorod_Russia	0.0511268	-0.0206586193481534	-0.0891948047038482
Seewisen_Germany	Tartu_Estonia	0.00332034	0.0148503353232886	0.0483091677317555
Seewisen_Germany	Turkey	0.00398431	0.0103638331295909	-0.0303093301350305
Seewisen_Germany	Velky_Kosir_Czech_Republic	0.00502981	0.017473860161911	0.0383077936742922
Seewisen_Germany	Vienna_Austria	0.00283148	0.0304776370478617	0.0205972368018823
Seewisen_Germany	Vlieland_NL	0.0115449	0.0109616569463129	0.0196329494098832
Seewisen_Germany	Westerheide	0.00361458	-0.00847370311353234	-0.180533843723459
Seewisen_Germany	Wytham_UK	0.00634654	-0.0302436128132982	-0.349660683905693
Seewisen_Germany	Zurich_Switzerland	0.00747126	0.0152945188994296	-0.0106366171628573
Seewisen_Germany	Zvenigorod_Russia	0.00322205	0.0106794291708522	0.00224933576734418
Tartu_Estonia	Turkey	0.00149288	0.00780871017696265	0.0462864147158355
Tartu_Estonia	Velky_Kosir_Czech_Republic	0.00275078	0.0181894428009871	0.0376337043172571
Tartu_Estonia	Vienna_Austria	0.000608507	0.015107188796372	-0.00562369398581732
Tartu_Estonia	Vlieland_NL	0.00921251	0.00433748485078633	0.0675586450781574
Tartu_Estonia	Westerheide	0.00146886	-0.0110057436278805	-0.0169193157002197
Tartu_Estonia	Wytham_UK	0.00421255	-0.0386324424530411	-0.742576905716806
Tartu_Estonia	Zurich_Switzerland	0.00536438	0.0151904531114348	0.0531862586544184
Tartu_Estonia	Zvenigorod_Russia	0.000905214	0.02124895263969	-0.0404196507305608
Turkey	Velky_Kosir_Czech_Republic	0.00343002	0.0148188823317303	0.0375754760041612
Turkey	Vienna_Austria	0.00129644	0.00115218482426859	0.0304893868642023
Turkey	Vlieland_NL	0.0100837	0.024136147414748	0.0526982182089153
Turkey	Westerheide	0.0020265	-0.0101553843259708	-0.0630249562616673
Turkey	Wytham_UK	0.00473733	-0.0285820083983218	-0.24523579950183
Turkey	Zurich_Switzerland	0.00596436	0.00935349518086334	-0.00297674161624219
Turkey	Zvenigorod_Russia	0.00161542	0.0127726891790016	0.0369379476938876
Velky_Kosir_Czech_Republic	Vienna_Austria	0.00245606	0.00633137052889753	0.0335667966064518
Velky_Kosir_Czech_Republic	Vlieland_NL	0.011282	-0.002964957327446	-0.0401348849607204
Velky_Kosir_Czech_Republic	Westerheide	0.00320582	-0.00781338605471211	-0.00164036708439756
Velky_Kosir_Czech_Republic	Wytham_UK	0.00588216	-0.0272227558091622	-0.130548107473598
Velky_Kosir_Czech_Republic	Zurich_Switzerland	0.00709623	-0.00636768160250846	-0.0646041751117507
Velky_Kosir_Czech_Republic	Zvenigorod_Russia	0.00279383	0.0186103222530027	0.0454998471867136
Vienna_Austria	Vlieland_NL	0.00877699	0.0158847647955072	0.0346496815968314
Vienna_Austria	Westerheide	0.000968262	0.00532190645413307	-0.0830061584758302
Vienna_Austria	Wytham_UK	0.00359087	-0.0457526794580276	-0.723814904104844
Vienna_Austria	Zurich_Switzerland	0.00487413	0.0212593891836187	0.045778608852205
Vienna_Austria	Zvenigorod_Russia	0.000400703	0.0231132527753	0.0194229610508218
Vlieland_NL	Westerheide	0.00935187	0.00872990243310639	0.0603182222105704
Vlieland_NL	Wytham_UK	0.0118565	-0.0202055971165075	-0.43800151241803
Vlieland_NL	Zurich_Switzerland	0.0135401	-0.00298749806795842	0.00321727207589771
Vlieland_NL	Zvenigorod_Russia	0.00946888	0.00580525122669717	0.0409673921935465
Westerheide	Wytham_UK	0.00451117	-0.0474217665746126	-0.827724622530912
Westerheide	Zurich_Switzerland	0.00561285	-0.00269438982420597	-0.193120987324309
Westerheide	Zvenigorod_Russia	0.00117077	-0.00252993741025306	-0.0252050655701593
Wytham_UK	Zurich_Switzerland	0.00821896	-0.0280981580571204	-0.495585222112448
Wytham_UK	Zvenigorod_Russia	0.00390902	-0.027882746646604	-0.417485366163573
Zurich_Switzerland	Zvenigorod_Russia	0.0052645	0.0178607701440909	0.0631474086538869
